순번,생산라인코드,생산라인명,생산일자,발생시간,종료시간,오류조치시간,비가동코드,Error_Message,품목코드,품목명,오류발생작업장명
2,D004,PET병,2011-12-21,6:10,6:20,10,W005431,제품 넘침 청소,13D02174,세서미오리엔탈드레싱,충전실
3,D004,PET병,2012-01-19,11:14,11:24,10,W005811,센서,13D01150,요리愛[애]사우전아일랜드드레싱,충전실
4,D004,PET병,2012-01-19,11:53,11:58,5,W005811,센서,13D01150,요리愛[애]사우전아일랜드드레싱,충전실
17,D006,튜브,2012-01-27,2:53,3:13,20,W005A11,기타,13R04013,이마트돈까스소스600g,충전실
1,L002,전처리2실,2012-02-01,9:35,14:35,300,W002311,업체미입고(생산지연),23P02106,미스터피자피자소스엠피(재),계량실
4,L001,전처리1실,2012-02-06,13:45,13:54,9,W002311,업체미입고(생산지연),23A00051,불닭용소스-1(재),계량실
11,C002,쿠커 #2,2012-02-07,14:21,14:32,11,W003552,보일러 꺼짐,23P01020,미스터피자살사소스엠피(재),쿠킹실
2,D008,파일롯 - 수동,2012-02-08,9:50,9:56,6,W005674,노즐,13D01181,메론드레싱,충전실
3,D004,PET병,2012-02-17,18:23,18:23,0,W005212,조회,13R02052,이마트베스트스테이크소스,충전실
5,D004,PET병,2012-02-20,18:36,18:41,5,W005432,제품 넘어짐 청소,13D02168,아몬드호두드레싱,충전실
8,D004,PET병,2012-02-20,22:30,22:40,10,W0056GB,PSD패킹 교체,13D02165,레몬갈릭소스,충전실
1,C002,쿠커 #2,2012-02-21,9:32,11:07,95,W003315,업체미입고(생산지연),1.#JE+00,가쓰오우동다시(재),쿠킹실
6,C005,2동 쿠커 #4,2012-02-23,8:30,12:00,210,W003471,시생산 지연,26A04002,미스터피자펜네샐러드(재),쿠킹실
1,C008,프리머 #2,2012-02-24,9:07,9:35,28,W003452,충전,26B06024,이츠웰골드마요네즈1kg(재),쿠킹실
4,D011,2동 오리히로,2012-02-28,16:50,17:11,21,W005419,기타,16A01001,고구마샐러드-P,충전실
10,D011,2동 오리히로,2012-02-29,2:15,2:45,30,W0056CA,기타,16A02010,시아스단호박샐러드,충전실
9,P004,PET#1,2012-02-28,21:37,21:48,11,W007911,설비,13D02166,참깨흑임자드레싱,포장실
7,D007,2동 6열컵실러#1,2012-03-01,16:11,16:33,22,W005646,센서,16A01007,감자샐러드바145g,충전실
1,C007,프리머 #1,2012-03-05,8:30,10:29,119,W003673,기타,26B03010,마요네즈-업소용153kg(재),쿠킹실
9,D001,3K 캔,2012-03-05,14:35,14:44,9,W005432,제품 넘어짐 청소,13S01107,비프스파게티소스,충전실
10,D002,로타리 #1,2012-03-07,20:50,21:15,25,W005317,필름(파우더불량),13A00013,맘스양념소스2kg,충전실
16,D004,PET병,2012-03-08,17:28,17:39,11,W005431,제품 넘침 청소,13D02161,참깨흑임자드레싱105g,충전실
4,C002,쿠커 #2,2012-03-14,20:31,21:02,31,W003449,색상 이상,23R10021,BK허니브라운머스타드(재),쿠킹실
1,C008,프리머 #2,2012-03-15,13:34,14:35,61,W003459,기타,26B07004,바른선마요네즈3kg(재),쿠킹실
8,P004,PET#1,2012-03-15,13:15,13:30,15,W0076C4,기타,13D02170,1/2샐러드소스파인애플,포장실
6,C003,쿠커 #3,2012-03-20,21:50,22:08,18,W003445,Brix 이상,23D01169,이마트프리미엄참깨드레싱550g(재),쿠킹실
1,D001,3K 캔,2012-03-26,10:54,10:57,3,W0058Z9,기타,13P03010,시아스피자소스,충전실
6,D004,PET병,2012-03-27,16:43,17:00,17,W0058Z9,기타,13D02175,오리엔탈드레싱,충전실
3,C005,2동 쿠커 #4,2012-04-04,16:30,18:40,130,W003643,기타,26A01001,고구마샐러드-P(재),쿠킹실
4,D003,로타리 #2,2012-04-09,13:15,14:20,65,W0056B2,분사노즐,13A00444,샘표매콤한떡볶이소스,충전실
1,C005,2동 쿠커 #4,2012-04-10,13:52,14:26,34,W003312,전처리,26A01014,미스터피자고구마샐러드엠피(재),쿠킹실
1,C008,프리머 #2,2012-04-11,8:30,9:23,53,W003315,업체미입고(생산지연),26B06028,디프라이스마요네즈-1 1kg(재),쿠킹실
7,C005,2동 쿠커 #4,2012-04-13,18:00,19:00,60,W003452,충전,26A02010,시아스단호박샐러드(재),쿠킹실
4,D005,3.2마요,2012-04-17,12:28,12:35,7,W005732,연구확인대기,16B04008,소후레쉬마요네즈골드3.2kg,충전실
6,D006,튜브,2012-04-17,12:40,16:30,230,W005712,고장,13L01001,이마트 야채케챱600g,충전실
5,P004,PET#1,2012-04-20,16:24,16:24,0,W007541,냉각(칠러),13D02164,아몬드호두드레싱495g,포장실
6,C002,쿠커 #2,2012-04-26,20:17,21:03,46,W003444,점도이상,23R01105,폭립바베큐소스-T(재),쿠킹실
5,D006,튜브,2012-04-26,15:45,16:29,44,W0054A1,미포장,16B06058,디프라이스마요네즈500g,충전실
8,D011,2동 오리히로,2012-04-27,8:55,9:19,24,W0058Z1,대차 적재 공간 부족,16A02010,시아스단호박샐러드,충전실
2,D003,로타리 #2,2012-08-08,0:30,1:30,60,W005212,조회,13S01337,뽀모도로스파게티소스100g,충전실
4,D003,로타리 #2,2012-08-09,6:00,6:40,40,W005212,조회,13S01338,볼로네즈스파게티소스100g,충전실
1,C002,쿠커 #2,2012-08-28,8:36,9:28,52,W003316,"관리팀미입고(생산미지연,순서변경)",23A00488,갈비양념(재),쿠킹실
7,D002,로타리 #1,2012-09-13,14:10,14:40,30,W005622,센서,13D04106,허니머스타드소스골드,충전실
12,D004,PET병,2012-09-18,6:51,6:56,5,W005432,제품 넘어짐 청소,13D02190,참깨흑임자드레싱-P,충전실
17,D004,PET병,2012-09-18,13:39,13:59,20,W005431,제품 넘침 청소,13D02190,참깨흑임자드레싱-P,충전실
4,D003,로타리 #2,2012-09-20,3:20,3:40,20,W005A11,기타,13S01335,토마토스파게티소스골드,충전실
4,D001,3K 캔,2012-10-10,15:30,15:50,20,W0056A1,전기,13S01310,임실치즈피자비프스파게티소스,충전실
8,D003,로타리 #2,2012-10-11,12:31,13:04,33,W005212,조회,13S01334,치즈크림스파게티소스골드,충전실
1,P004,PET#1,2012-10-10,9:11,9:33,22,W0076C4,기타,13D02195,쉐프메이드세서미오리엔탈,포장실
1,D004,PET병,2012-10-11,10:23,10:28,5,W005432,제품 넘어짐 청소,13R02052,이마트베스트스테이크소스,충전실
1,L001,전처리1실,2012-10-17,7:25,9:15,110,W002311,업체미입고(생산지연),1.#JE+00,가쓰오우동다시(재),계량실
4,P004,PET#1,2012-10-19,5:40,5:58,18,W0078AA,기타,13R04004,스마트이팅1/2나트륨돈까스소스,포장실
3,C002,쿠커 #2,2012-10-26,17:00,17:07,7,W003444,점도이상,23D04104,키위드레싱골드(재),쿠킹실
1,D005,3.2마요,2012-10-26,9:49,10:15,26,W005318,용기미입고,16B04003,해표골드마요네즈,충전실
1,L001,전처리1실,2012-10-29,9:20,9:47,27,W002313,관리팀미입고(생산지연),23K01295,갈릭스테이크소스(재),계량실
2,C007,프리머 #1,2012-11-06,9:42,10:39,57,W003119,기타,26B06003,골드마요네즈3.2kg(재),쿠킹실
6,D001,3K 캔,2012-11-07,14:23,15:11,48,W005469,기타,13P02106,미스터피자피자소스엠피,충전실
4,P004,PET#1,2012-11-09,21:18,21:40,22,W007541,냉각(칠러),13D02203,아몬드호두드레싱-P 495g,포장실
2,D002,로타리 #1,2012-11-16,10:46,11:00,14,W005629,기타,1.#JE+00,가쓰오우동다시,충전실
3,C010,파일롯,2012-11-22,10:28,11:27,59,W003444,점도이상,23K01276,로스트소스(재),쿠킹실
5,D001,3K 캔,2012-12-04,17:30,17:46,16,W0056E2,시밍,13P03010,시아스피자소스,충전실
2,C010,파일롯,2012-12-06,13:48,14:15,27,W003444,점도이상,23G02033,DS매운강정소스(재),쿠킹실
7,D003,로타리 #2,2012-12-07,0:30,1:30,60,W005A11,기타,13S01339,베이컨크림스파게티소스100g,충전실
4,C001,쿠커 #1,2012-12-12,13:18,13:46,28,W003444,점도이상,23L00010,토마토케찹153kg(재),쿠킹실
4,D006,튜브,2012-12-18,15:54,15:59,5,W005834,노즐,16B06068,G-price마요네즈500g,충전실
3,P005,3.2K마요포장(#5),2012-12-19,11:51,11:57,6,W007315,박스 준비,16B04003,해표골드마요네즈,포장실
11,D001,3K 캔,2012-12-27,18:36,18:37,1,W0058Z9,기타,13S01010,시아스비프스파게티소스,충전실
2,D005,3.2마요,2013-01-03,9:53,10:08,15,W005817,라벨부착 오류,16B04003,해표골드마요네즈,충전실
11,C010,파일롯,2013-01-04,17:01,17:06,5,W003322,업체미입고(생산지연),23P09011,하임불고기피자소스2kg(재),쿠킹실
9,D001,3K 캔,2013-01-04,16:17,16:26,9,W005318,용기미입고,13P03010,시아스피자소스,충전실
1,D006,튜브,2013-01-09,10:20,10:50,30,W005831,청소,1.#JE+00,이마트참치액,충전실
2,D006,튜브,2013-01-18,17:00,17:34,34,W0056K1,실린더,1.#JE+00,이마트가쓰오다시국물,충전실
4,C002,쿠커 #2,2013-01-21,14:20,14:43,23,W003449,색상 이상,23K01304,데미그라스소스-P(재),쿠킹실
5,D006,튜브,2013-01-25,10:09,10:22,13,W005693,기타,13A00514,샘표 KALBI SAUCE964g(미국수출),충전실
4,C002,쿠커 #2,2013-02-01,16:51,17:14,23,W003212,식사,23A00433,매콤깐풍소스-R(재),쿠킹실
5,D005,3.2마요,2013-02-01,18:18,18:25,7,W005815,아이마크,16B04008,소후레쉬마요네즈골드3.2kg,충전실
6,D005,3.2마요,2013-02-01,18:37,18:39,2,W005817,라벨부착 오류,16B04008,소후레쉬마요네즈골드3.2kg,충전실
1,D002,로타리 #1,2013-05-09,8:40,9:30,50,W005621,그립퍼,1.#JE+00,참살이요리용국물쇠고기맛,충전실
7,D002,로타리 #1,2013-05-09,18:35,19:05,30,W005621,그립퍼,13D01165,사우전아일랜드-K,충전실
3,D001,3K 캔,2013-05-29,15:05,15:48,43,W005315,관리팀미입고(생산지연),13P01040,임실앤치즈피자소스,충전실
2,D005,3.2마요,2013-06-12,19:56,20:32,36,W005817,라벨부착 오류,16B04003,해표골드마요네즈,충전실
2,D005,3.2마요,2013-06-21,10:43,10:49,6,W005833,일부인 짤림,16B04003,해표골드마요네즈,충전실
4,C010,파일롯,2013-06-24,14:36,14:48,12,W003442,QA 규격 확인 대기,23B00051,짚쌩비타키위베이스(재),쿠킹실
2,C002,쿠커 #2,2013-06-28,15:51,16:07,16,W003444,점도이상,23K01277,핫로스트소스(재),쿠킹실
8,C003,쿠커 #3,2013-07-10,11:20,11:38,18,W003532,압력 부족,23R10024,요리애허니머스타드260g(재),쿠킹실
5,D006,튜브,2013-07-10,11:28,11:37,9,W005531,Air (컴푸레샤),13R10024,요리애허니머스타드260g,충전실
4,C010,파일롯,2013-07-11,13:07,13:20,13,W003451,냉각,23D03082,딸기드레싱(재),쿠킹실
5,D005,3.2마요,2013-07-11,14:44,14:50,6,W005813,라벨교체,16B04003,해표골드마요네즈,충전실
11,C001,쿠커 #1,2013-07-15,18:38,19:30,52,W003444,점도이상,23P02106,미스터피자피자소스엠피(재),쿠킹실
3,D003,로타리 #2,2013-07-15,10:45,11:29,44,W0056B2,분사노즐,13A00526,무교동오징어낙지볶음양념130g,충전실
5,C010,파일롯,2013-07-24,16:29,16:35,6,W003442,QA 규격 확인 대기,23R01109,숯불바베큐소스(재),쿠킹실
3,D006,튜브,2013-07-24,11:20,11:55,35,W005312,용기불량,13L00006,자연드림 상큼한 토마토케찹595g,충전실
1,C002,쿠커 #2,2013-07-26,10:29,10:36,7,W003511,용수탱크 저수위,23B00047,흑초차베이스(재),쿠킹실
7,D003,로타리 #2,2013-08-01,15:45,16:18,33,W0058Z1,대차 적재 공간 부족,16B06024,이츠웰골드마요네즈1kg,충전실
2,C001,쿠커 #1,2013-08-05,13:00,15:23,143,W003711,기타,23L00008,토마토케찹자사용(재),쿠킹실
1,D005,3.2마요,2013-08-05,11:30,12:17,47,W005817,라벨부착 오류,16B04003,해표골드마요네즈,충전실
5,C001,쿠커 #1,2013-08-13,14:58,15:28,30,W003444,점도이상,23P02106,미스터피자피자소스엠피(재),쿠킹실
3,C003,쿠커 #3,2013-08-15,12:55,13:02,7,W003446,ph 이상,23R04009,돈까스소스1.95kg(재),쿠킹실
5,C010,파일롯,2013-09-02,17:10,17:19,9,W003442,QA 규격 확인 대기,23R04018,디엔돈까스소스(재),쿠킹실
3,D005,3.2마요,2013-09-04,20:15,20:54,39,W005817,라벨부착 오류,16B04008,소후레쉬마요네즈골드3.2kg,충전실
3,D005,3.2마요,2013-09-05,9:38,9:47,9,W005812,구동부,16B06003,골드마요네즈3.2kg,충전실
1,D013,마요네즈 수동,2013-09-09,9:23,9:39,16,W005315,관리팀미입고(생산지연),16B03002,마요네즈-업소용10kg,충전실
5,D005,3.2마요,2013-09-16,16:08,16:23,15,W005315,관리팀미입고(생산지연),16B04003,해표골드마요네즈,충전실
1,C095,2동 쿠커 #1,2013-09-26,14:20,17:11,171,W0036Bc,푸딩 충전기,2AA01011,포도푸딩-W(1구)(재),쿠킹실
3,D003,로타리 #2,2013-10-17,6:00,6:40,40,W0056B2,분사노즐,13A00498,춘천닭갈비양념180g,충전실
2,D002,로타리 #1,2013-10-24,16:51,17:20,29,W005623,컨베이어,13L00007,토마토케찹2kg,충전실
1,C002,쿠커 #2,2013-10-28,8:30,8:42,12,W003446,ph 이상,23G01010,일식데리야끼소스(재),쿠킹실
3,C001,쿠커 #1,2013-10-29,9:56,10:01,5,W003442,QA 규격 확인 대기,23K01280,파파이스핑거휠레소스(재),쿠킹실
1,C001,쿠커 #1,2013-11-07,11:02,11:10,8,W003442,QA 규격 확인 대기,23A00015,에디슨양념치킨소스3.2kg(재),쿠킹실
2,C001,쿠커 #1,2013-11-20,16:58,17:01,3,W003442,QA 규격 확인 대기,23P02106,미스터피자피자소스엠피(재),쿠킹실
3,C001,쿠커 #1,2013-11-20,17:50,18:06,16,W003442,QA 규격 확인 대기,23P02106,미스터피자피자소스엠피(재),쿠킹실
6,C003,쿠커 #3,2013-11-28,15:19,15:22,3,W003442,QA 규격 확인 대기,23S01335,토마토스파게티소스골드(재),쿠킹실
5,D001,3K 캔,2013-12-12,18:09,18:43,34,W005833,일부인 짤림,13P02106,미스터피자피자소스엠피,충전실
2,P003,파우치포장(#3),2013-12-16,15:30,17:04,94,W007316,관리팀미입고(생산지연),16B06022,피자스쿨마요네즈,포장실
4,C001,쿠커 #1,2013-12-17,18:59,19:02,3,W003442,QA 규격 확인 대기,23S01107,비프스파게티소스(재),쿠킹실
2,L001,전처리1실,2014-08-15,8:30,10:51,141,W002313,관리팀미입고(생산지연),23S01010,시아스비프스파게티소스(재),계량실
1,D002,로타리 #1,2014-08-16,18:36,19:55,79,W005629,기타,13K01413,치커리샐러드용소스,충전실
2,L001,전처리1실,2014-09-16,10:21,11:23,62,W002311,업체미입고(생산지연),23K01335,어니언살사소스(재),계량실
1,C001,쿠커 #1,2014-10-20,8:33,8:37,4,W003312,전처리,23K01273,초대리-B 20kg(재),쿠킹실
1,D006,튜브,2014-11-13,16:40,19:20,160,W005A11,기타,13D01218,시아스올리브유오리엔탈드레싱975g,충전실
2,C002,쿠커 #2,2014-11-19,17:17,17:38,21,W003442,QA 규격 확인 대기,23A00006,명인떡볶이소스(재),쿠킹실
3,C001,쿠커 #1,2014-12-08,17:17,17:28,11,W003442,QA 규격 확인 대기,23P02106,미스터피자피자소스엠피(재),쿠킹실
3,D003,로타리 #2,2015-01-20,17:00,20:47,227,W005712,고장,16B04016,마요네즈골드(서브큐),충전실
1,C001,쿠커 #1,2015-01-23,13:30,13:45,15,W003711,기타,23L00015,네네토마토케첩153kg(재),쿠킹실
1,C002,쿠커 #2,2015-01-26,19:05,19:07,2,W003447,염도이상,23R04024,오리지널멘츠카츠소스(재),쿠킹실
4,C010,파일롯,2015-01-27,17:44,18:30,46,W003442,QA 규격 확인 대기,23D04120,크라제허니소스1kg(재),쿠킹실
2,D011,2동 오리히로,2015-02-05,14:07,16:30,143,W005653,기타,16A01002,감자샐러드-P,충전실
2,L001,전처리1실,2015-02-10,11:42,14:19,157,W002311,업체미입고(생산지연),23A00041,간장양념치킨소스2kg(재),계량실
1,D006,튜브,2015-02-23,13:30,14:17,47,W005A11,기타,13L00006,자연드림 상큼한 토마토케찹595g,충전실
2,P006,튜브포장(#6),2015-02-23,13:35,14:10,35,W0078AA,기타,13L00006,자연드림 상큼한 토마토케찹595g,포장실
1,C003,쿠커 #3,2015-02-25,10:45,11:46,61,W003315,업체미입고(생산지연),23A00484,샘표갈비소스900g(재),쿠킹실
2,C007,프리머 #1,2015-03-12,12:12,13:29,77,W003489,기타,26B06003,골드마요네즈3.2kg(재),쿠킹실
2,C010,파일롯,2015-03-25,16:56,17:16,20,W003451,냉각,23B00085,생과일복분자딸기베이스(재),쿠킹실
3,C001,쿠커 #1,2015-04-01,18:50,18:37,-13,W003442,QA 규격 확인 대기,23P14010,이석민피자소스(재),쿠킹실
1,D010,벌크(캔),2015-04-10,8:39,8:59,20,W005315,관리팀미입고(생산지연),13U01121,감자샐러드용당시럽,충전실
1,P004,PET#1,2015-04-22,9:00,10:00,60,W007311,라벨 미입고,13R10033,맛을더해주는머스타드소스260g,포장실
1,C010,파일롯,2015-04-28,10:00,10:23,23,W003451,냉각,23B00085,생과일복분자딸기베이스(재),쿠킹실
2,D007,2동 6열컵실러#1,2015-05-06,14:30,15:45,75,W005912,원료 미입고,16A04016,올바른샐러드참치100g,충전실
6,P004,PET#1,2015-05-08,8:30,9:20,50,W007311,라벨 미입고,13D02192,쉐프메이드오리엔탈드레싱,포장실
2,C001,쿠커 #1,2015-05-15,12:08,12:50,42,W003312,전처리,23L00015,네네토마토케첩153kg(재),쿠킹실
1,C007,프리머 #1,2015-05-26,9:07,9:59,52,W003553,스팀 압력,26B04007,소후레쉬마요네즈골드(재),쿠킹실
4,P006,튜브포장(#6),2015-05-29,11:05,13:20,135,W007315,박스 준비,13D01235,프리미엄오리엔탈드레싱1kg,포장실
5,D003,로타리 #2,2015-06-10,13:50,14:04,14,W005712,고장,16B06024,이츠웰골드마요네즈1kg,충전실
2,C002,쿠커 #2,2015-06-18,19:28,19:58,30,W003442,QA 규격 확인 대기,23U01165,초코시럽-BK(재),쿠킹실
2,C001,쿠커 #1,2015-06-23,9:28,9:50,22,W003442,QA 규격 확인 대기,23V00013,고구마베이스M,쿠킹실
5,C002,쿠커 #2,2015-06-23,13:00,13:42,42,W003442,QA 규격 확인 대기,23C01036,바다향굴소스(재),쿠킹실
1,C010,파일롯,2015-11-09,12:16,12:38,22,W003442,QA 규격 확인 대기,23A01066,닭볶음탕소스-R(재,쿠킹실
1,C001,쿠커 #1,2015-12-01,11:22,12:20,58,W003622,본체 고장,23L00015,네네토마토케첩153kg(재),쿠킹실
2,C010,파일롯,2015-12-01,19:30,20:27,57,W003445,Brix 이상,23K01425,브리또용핫소스2kg(재),쿠킹실
3,D009,파일롯 - 소포장,2015-12-08,15:25,16:20,55,W0054E1,시생산,13A00608,멸치칼국수액상스프35g,충전실
1,D007,2동 6열컵실러#1,2015-12-30,7:10,8:15,65,W005645,실린더,16A06005,씨제이두부샐러드고구마-세트,충전실
1,D007,2동 6열컵실러#1,2015-12-30,7:10,8:15,65,W005645,실린더,16A06005,씨제이두부샐러드고구마-세트,충전실
2,C007,프리머 #1,2016-01-04,9:03,10:02,59,W003553,스팀 압력,26B06080,골드마요네즈(업소용)-T(재),쿠킹실
6,D004,PET병,2016-06-20,11:53,12:01,8,W005712,고장,13A00655,이지쿡간장소스295g,충전실
8,D010,벌크(캔),2016-06-20,16:40,17:37,57,W005113,부족,13K03128,크라제바베큐소스18kg,충전실
1,C007,프리머 #1,2016-07-13,9:14,9:30,16,W003321,관리팀미입고(생산지연),26B03002,마요네즈-업소용10kg(재),쿠킹실
2,C007,프리머 #1,2016-08-10,8:30,10:40,130,W003321,관리팀미입고(생산지연),26B06003,골드마요네즈3.2kg(재),쿠킹실
1,C007,프리머 #1,2016-08-26,8:46,11:06,140,W003314,관리팀미입고(생산지연),26B04006,마요네즈-제빵용18kg(재),쿠킹실
8,C001,쿠커 #1,2016-09-06,13:57,15:23,86,W003572,정지,23L00008,토마토케찹자사용(재),쿠킹실
1,C010,파일롯,2016-09-30,14:28,15:19,51,W003443,연구 규격 확인 대기,23D04125,카츠젠사우전아일랜드드레싱2kg(재),쿠킹실
1,D006,튜브,2016-10-05,13:30,14:06,36,W0058Z9,기타,13L00026,상큼한토마토케찹(595g),충전실
2,C010,파일롯,2016-10-06,17:10,18:13,63,W003572,정지,23A00353,명인순두부소스2kg(재),쿠킹실
3,C010,파일롯,2016-10-07,16:25,17:04,39,W003645,모터이상,23K01433,고추장소스(재),쿠킹실
4,C096,2동 쿠커 #2,2016-10-18,3:30,4:20,50,W003311,계량실,23R04027,하송돈까스소스2kg(재),쿠킹실
1,C002,쿠커 #2,2016-10-19,14:30,16:27,117,W003315,업체미입고(생산지연),23A00576,오리지널강정소스(재),쿠킹실
2,C005,2동 쿠커 #4,2016-10-26,8:30,10:20,110,W003318,볶음,26A06006,씨제이두부샐러드감자-세트(재),쿠킹실
4,C010,파일롯,2016-10-26,11:17,11:28,11,W003313,야채실,23R06007,샌드위치소스(재),쿠킹실
3,C002,쿠커 #2,2016-10-28,5:28,5:52,24,W003711,기타,23R09020,치즈소스-BK(재),쿠킹실
1,C001,쿠커 #1,2016-11-14,14:00,15:37,97,W003325,기타,21501131,조미유-쉐프솔루션베이스볶음밥(시즌)(재),쿠킹실
7,C010,파일롯,2016-11-17,15:53,16:36,43,W0036A3,기타,23R13026,명품갈릭딥핑치즈소스(재),쿠킹실
1,C008,프리머 #2,2016-11-24,9:25,9:52,27,W003317,"업체미입고(생산미지연,순서변경)",26B06048,천년풍미퓨어마요네즈(재),쿠킹실
3,C001,쿠커 #1,2016-12-05,9:20,9:57,37,W003411,냉동품 투입,23A00613,비빔소스-S 40g(재),쿠킹실
5,C001,쿠커 #1,2016-12-22,14:17,14:54,37,W003311,계량실,23K03128,크라제바베큐소스18kg(재),쿠킹실
2,L001,전처리1실,2016-12-23,9:22,14:19,297,W002311,업체미입고(생산지연),23R09038,갈릭렌치소스(1kg)(재),계량실
2,C002,쿠커 #2,2016-12-27,13:40,14:12,32,W003312,전처리,23D16015,기로스머스타드소스(재),쿠킹실
4,C003,쿠커 #3,2017-01-02,8:30,10:24,114,W003111,결근,23D02215,올리브유발사믹드레싱2kg(재),쿠킹실
3,P006,튜브포장(#6),2017-01-06,18:20,19:31,71,W007315,박스 준비,13A00587,샘표갈비소스840g-미국,포장실
1,C002,쿠커 #2,2017-01-11,8:37,8:40,3,W003445,Brix 이상,23A00627,단팥퐁듀소스3kg-E(재),쿠킹실
2,C008,프리머 #2,2017-01-20,8:30,10:55,145,W003315,업체미입고(생산지연),26B06092,자연드림산뜻한마요네즈250g(재),쿠킹실
2,C007,프리머 #1,2017-01-31,8:30,9:36,66,W003315,업체미입고(생산지연),23V00005,단호박베이스-2(재),쿠킹실
3,C001,쿠커 #1,2017-02-01,10:25,11:01,36,W003571,체인,23L00015,네네토마토케첩153kg(재),쿠킹실
